Date,US_10Y_Yield,DXY_Broad,VIX,CPI,Unemployment,Fed_Funds_Rate,EU_3M_Rate,US_EU_Rate_Diff
2005-01-01,2.8914369396699438,100.14543719371247,19.03674631412121,200.28740798091602,4.627223140139851,2.111170174510381,0.870163715086638,1.2410064594237427
2005-02-01,2.9911714843283024,100.28526852879145,18.789124935427594,200.52834348340858,4.381229327803895,2.1292658890845693,0.8831773651588101,1.246088523925759
2005-03-01,3.0194693341335017,100.41025349851921,16.15768689861926,200.80552814696466,4.316382258155791,2.262545983326863,0.8414729167095198,1.421073066617343
2005-04-01,2.8688398627416927,99.92309957370875,17.41640820120859,200.89123294301052,4.25443202935257,2.361438514961833,0.9092743062958322,1.4521642086660007
2005-05-01,2.810979837544839,100.14103745898247,18.016583437538184,201.05289131189892,4.324767903702489,2.2997414629590716,0.8670022459010776,1.432739217057994
2005-06-01,2.9761234912545538,99.98155896443266,20.00116583599675,201.43772930698728,4.087382826396608,2.181052792969036,0.828874121294522,1.352178671674514
2005-07-01,2.7334555669152465,100.29680297967762,21.063380304919534,201.67693711164245,4.019141613472473,2.2223197512627277,0.8572465434089971,1.3650732078537307
2005-08-01,2.6905643040296288,99.22055625747147,22.09375963607156,201.95167640779707,3.921185657389791,2.159069062828606,0.9949438072601485,1.1641252555684574
2005-09-01,2.817157929900182,98.487998146444,24.34443566710243,202.17894988151335,4.026787752185633,2.196737976928678,0.9078518167852566,1.2888861601434214
2005-10-01,2.730483889673672,98.66972092751152,23.773477580245,202.42148346720623,4.310996305859299,2.123622783162537,0.9892608411638163,1.134361941998721
2005-11-01,2.6625952745114665,99.60118472006413,22.270019180995604,202.59839306205342,4.655180369821315,2.03750025784281,1.0591892651474457,0.9783109926953641
2005-12-01,2.6531243776177775,100.01871409346975,22.037661784502866,203.15555098385605,4.341492360455042,2.0234011768887386,1.041513587517971,0.9818875893707675
2006-01-01,2.802263340230206,99.67748862636977,21.212669730655705,203.31593539161508,4.331889522104952,2.116811238929537,1.0955468903194383,1.0212643486100985
2006-02-01,2.738373140561741,98.83146241868079,20.95582436963126,203.51210326984076,4.1093836600559985,2.1474652284608946,1.0728047762132402,1.0746604522476544
2006-03-01,2.6939749445971346,99.2028055292616,19.905605379373167,203.5545869023863,4.09643466975875,2.265302743328073,1.2625158525352602,1.0027868907928128
2006-04-01,2.6505398170352827,99.16251391824011,20.473485446827162,203.86521356814575,4.18101852568194,2.14194657302255,1.2535482291948539,0.8883983438276963
2006-05-01,2.8711328253078285,99.45786602718731,20.986468296425887,204.00998827317727,4.197316705422622,2.03623885886932,1.259981356679067,0.7762575021902531
2006-06-01,3.089811434205207,99.5155153882927,20.959545705857614,204.2039088625761,4.187514365663731,2.027322488953289,1.233918027947001,0.7934044610062878
2006-07-01,3.1902168239930946,99.53033685085295,21.271127209240497,204.35110480748793,4.48412220061679,2.2438926272825954,1.098441704146078,1.1454509231365175
2006-08-01,3.2288354639105803,101.00964957379954,21.129076482111312,204.53723651296045,4.6283200789575725,2.3113212386388327,1.0773894337558227,1.23393180488301
2006-09-01,3.3025723215002047,101.00658459327676,21.881110150378593,204.70881180311838,4.573789186650015,2.20465996443436,1.0959523914789353,1.1087075729554245
2006-10-01,3.4516455243152846,100.92696198865012,21.95075089986395,204.9045076255403,4.578631458829074,2.1970459191385894,1.2160262012114738,0.9810197179271156
2006-11-01,3.3580621374750454,100.86623765094811,21.685305274968176,205.09922747727492,4.752811020186954,2.219117398218715,1.255382771435199,0.9637346267835161
2006-12-01,3.4756450419532556,100.57446929259427,22.614889744910887,205.28380694612633,4.8747691213948094,2.162248823662614,1.2402321964165834,0.9220166272460306
2007-01-01,3.3502569751783544,101.06953573995193,23.87571101413765,205.4670192234717,4.789753900654645,2.2235763227682646,1.2450276518363927,0.9785486709318718
2007-02-01,3.286481824933013,100.89265857306125,25.213164839778862,205.7978710687043,4.434705332433932,2.2079317089517843,1.2712148811490567,0.9367168278027276
2007-03-01,3.3771923445130434,101.21062992588355,24.222890150459378,206.08601276068023,4.197773833879394,2.177998637130817,1.240897596462742,0.9371010406680751
2007-04-01,3.234324274490447,101.35293144079033,23.688442942417684,206.37475699252488,4.226969678882097,2.304024315850065,1.295476557806971,1.008547758043094
